,publisher,has_gamepass_remediation,Unnamed: 2,momentum_mean,momentum_std,momentum_median,discovery_capture_mean,discovery_capture_std,discovery_capture_median,quality_retention_mean,quality_retention_std,quality_retention_median,rating_7_days_avg_mean,rating_7_days_avg_std,rating_7_days_avg_median,rating_30_days_avg_mean,rating_30_days_avg_std,rating_30_days_avg_median,rating_alltime_avg_mean,rating_alltime_avg_std,rating_alltime_avg_median,rating_7_days_count_mean,rating_7_days_count_std,rating_7_days_count_median,rating_30_days_count_mean,rating_30_days_count_std,rating_30_days_count_median,rating_alltime_count_mean,rating_alltime_count_std,rating_alltime_count_median,has_gamepass_remediation_sum,title_count,momentum_mean_baseline,discovery_capture_median_baseline,quality_retention_median_baseline,momentum_mean_diff_baseline,momentum_mean_diff_baseline_pct,discovery_capture_median_diff_baseline,discovery_capture_median_diff_baseline_pct,quality_retention_median_diff_baseline,quality_retention_median_diff_baseline_pct,momentum_lift,discovery_lift,quality_lift
317,Oddworld Inhabitants Inc.,False,50.0,,50.0,0.06,,0.06,-1.3,,-1.3,3.5,,3.5,3.2,,3.2,4.5,,4.5,2.0,,2.0,4.0,,4.0,3473.0,,3473.0,0.0,1.0,,50.0,0.06,-1.3,,,-1.36,-2266.666666666667,4.8,-369.2307692307692,0.0,1.3,-3.5
318,Other Ocean Group,False,50.0,,50.0,0.06,,0.06,1.5,,1.5,5.0,,5.0,5.0,,5.0,3.5,,3.5,1.0,,1.0,2.0,,2.0,1804.0,,1804.0,0.0,1.0,,50.0,0.06,1.5,,,1.44,2400.0,3.5,233.33333333333334,0.0,-1.5,-5.0
319,Out of the Park Developments,False,0.0,,0.0,0.0,,0.0,-3.5,,-3.5,0.0,,0.0,0.0,,0.0,3.5,,3.5,0.0,,0.0,0.0,,0.0,103.0,,103.0,0.0,1.0,,0.0,0.0,-3.5,,,-3.5,,3.5,-100.0,0.0,3.5,0.0
320,Outright Games,False,0.0,,0.0,0.0,,0.0,1.2,,1.2,0.0,,0.0,5.0,,5.0,3.8,,3.8,0.0,,0.0,5.0,,5.0,1502.0,,1502.0,0.0,1.0,,0.0,0.0,1.2,,,1.2,,-1.2,-100.0,0.0,-1.2,0.0
321,Outright Games ,False,0.0,,0.0,0.0,,0.0,-2.5,,-2.5,0.0,,0.0,0.0,,0.0,2.5,,2.5,0.0,,0.0,0.0,,0.0,1984.0,,1984.0,0.0,1.0,,0.0,0.0,-2.5,,,-2.5,,2.5,-100.0,0.0,2.5,0.0
322,Outright Games Ltd,False,0.0,0.0,0.0,0.0,0.0,0.0,-2.8,0.283,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.283,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,1128.542,1074.0,0.0,2.0,,0.0,0.0,-2.8,0.0,,-2.8,,2.8,-100.0,0.0,2.8,0.0
323,Outright Games Ltd.,False,6.25,17.678,0.0,0.001,0.004,0.0,-1.388,1.711,-1.8,0.125,0.354,0.0,2.025,2.281,1.5,3.412,0.811,3.55,0.125,0.354,0.0,2.75,5.825,0.5,1639.25,2169.447,901.5,0.0,8.0,,10.57,0.0,-0.6,7.1080000000000005,67.2469252601703,-1.388,,0.725,-120.83333333333333,-2.4430000000000014,1.521,3.842
324,Outright Games Ltd.,True,22.097,15.235,24.3,8.813,12.898,2.71,0.133,0.416,0.0,3.967,1.305,4.4,3.667,1.069,3.9,3.533,0.896,4.0,42.0,60.918,13.0,171.333,251.039,36.0,637.0,277.144,480.0,3.0,3.0,,10.57,0.0,-0.6,4.664999999999999,44.13434247871333,0.133,,4.567,-761.1666666666667,-2.4430000000000014,1.521,3.842
325,PLAYISM,False,36.112,42.71,25.0,0.037,0.043,0.03,0.85,0.864,0.7,2.167,2.483,1.5,4.7,0.529,5.0,3.85,0.712,4.15,0.667,0.816,0.5,1.667,0.816,1.5,1472.667,966.215,1050.5,0.0,6.0,,36.11,0.03,0.7,6.600000000000001,18.277485461091114,0.82,2733.333333333333,1.4669999999999999,209.57142857142856,-42.71,-0.85,-2.167
326,"PM Studios, Inc.",False,0.0,0.0,0.0,0.0,0.0,0.0,-3.1,1.0,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,759.0,122.462,712.0,0.0,3.0,,0.0,0.0,-3.1,0.0,,-3.1,,3.1,-100.0,0.0,3.1,0.0
327,"PM-Studios, Inc.",False,50.0,70.711,50.0,0.895,1.266,0.895,-0.1,1.131,-0.1,2.5,3.536,2.5,4.15,1.202,4.15,4.25,0.071,4.25,0.5,0.707,0.5,2.0,1.414,2.0,800.0,1052.175,800.0,0.0,2.0,,50.0,0.9,-0.1,20.711,41.422,-1.0,-111.11111111111111,2.6,-2600.0,-70.711,0.1,-2.5
328,PQube Limited,False,0.0,,0.0,0.0,,0.0,-3.6,,-3.6,0.0,,0.0,0.0,,0.0,3.6,,3.6,0.0,,0.0,0.0,,0.0,943.0,,943.0,0.0,1.0,,0.0,0.0,-3.6,,,-3.6,,3.6,-100.0,0.0,3.6,0.0
329,PSYONIX LLC,True,25.72,,25.72,0.12,,0.12,-0.9,,-0.9,2.8,,2.8,3.2,,3.2,4.1,,4.1,178.0,,178.0,692.0,,692.0,148048.0,,148048.0,1.0,1.0,,25.72,0.12,-0.9,,,-1.02,-850.0,3.6999999999999997,-411.1111111111111,0.0,-0.9,2.8
330,Panic,False,20.0,,20.0,0.06,,0.06,-0.2,,-0.2,5.0,,5.0,4.4,,4.4,4.6,,4.6,2.0,,2.0,10.0,,10.0,3159.0,,3159.0,0.0,1.0,,13.41,0.11,0.05,,,-0.31,-281.8181818181818,4.95,9900.0,0.0,0.5,-1.2999999999999998
331,Panic,True,6.82,,6.82,0.16,,0.16,0.3,,0.3,3.7,,3.7,4.5,,4.5,4.2,,4.2,3.0,,3.0,44.0,,44.0,1903.0,,1903.0,1.0,1.0,,13.41,0.11,0.05,,,0.19,172.72727272727272,3.6500000000000004,7300.0,0.0,0.5,-1.2999999999999998
332,Paper Cult,False,0.0,,0.0,0.0,,0.0,-3.7,,-3.7,0.0,,0.0,0.0,,0.0,3.7,,3.7,0.0,,0.0,0.0,,0.0,1142.0,,1142.0,0.0,1.0,,0.0,0.0,-3.7,,,-3.7,,3.7,-100.0,0.0,3.7,0.0
333,Paradox Interactive,False,20.996,36.994,0.0,0.851,2.169,0.0,-1.814,2.338,-3.0,1.957,2.479,0.0,1.614,2.107,0.0,3.429,0.519,3.3,0.714,1.113,0.0,3.714,8.139,0.0,492.714,639.845,254.0,0.0,7.0,,20.89,0.06,-0.3,16.104,77.08951651507898,-1.874,-3123.333333333334,2.257,-752.3333333333335,-20.852,0.7310000000000001,0.4099999999999999
334,Paradox Interactive,True,20.773,16.142,29.865,0.15,0.156,0.13,-1.083,1.976,0.1,2.367,1.868,3.25,2.383,1.891,3.25,3.467,0.497,3.6,7.167,8.542,4.5,23.333,28.556,14.0,3700.333,3770.614,2348.5,6.0,6.0,,20.89,0.06,-0.3,-4.748000000000001,-22.728578267113456,-1.143,-1905.0,2.667,-889.0,-20.852,0.7310000000000001,0.4099999999999999
335,Pillow Castle,True,25.0,,25.0,0.16,,0.16,0.2,,0.2,5.0,,5.0,4.9,,4.9,4.7,,4.7,19.0,,19.0,76.0,,76.0,11896.0,,11896.0,1.0,1.0,,25.0,0.16,0.2,,,0.04000000000000001,25.000000000000007,4.8,2399.9999999999995,0.0,0.2,5.0
336,Piranha Games Inc.,True,11.11,0.0,11.11,0.04,0.0,0.04,1.1,0.0,1.1,3.0,0.0,3.0,4.4,0.0,4.4,3.3,0.0,3.3,2.0,0.0,2.0,18.0,0.0,18.0,4914.0,0.0,4914.0,2.0,2.0,,11.11,0.04,1.1,-11.11,-100.0,1.06,2650.0,1.9,172.72727272727272,0.0,1.1,3.0
337,Pix Arts,False,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,,0.0,0.0,-1.0,0.0,,-1.0,,1.0,-100.0,0.0,1.0,0.0
338,Pixel Lantern,False,0.0,,0.0,0.0,,0.0,-4.0,,-4.0,0.0,,0.0,0.0,,0.0,4.0,,4.0,0.0,,0.0,0.0,,0.0,10.0,,10.0,0.0,1.0,,0.0,0.0,-4.0,,,-4.0,,4.0,-100.0,0.0,4.0,0.0
339,Pixellore,False,0.0,,0.0,0.0,,0.0,-4.1,,-4.1,0.0,,0.0,0.0,,0.0,4.1,,4.1,0.0,,0.0,0.0,,0.0,153.0,,153.0,0.0,1.0,,0.0,0.0,-4.1,,,-4.1,,4.1,-100.0,0.0,4.1,0.0
340,PlayWay S.A.,True,27.66,,27.66,0.48,,0.48,-0.2,,-0.2,4.6,,4.6,4.4,,4.4,4.6,,4.6,26.0,,26.0,94.0,,94.0,5408.0,,5408.0,1.0,1.0,,27.66,0.48,-0.2,,,-0.6799999999999999,-141.66666666666666,4.8,-2399.9999999999995,0.0,-0.2,4.6
341,PlayWay S.A. ,False,17.776,9.937,22.22,0.136,0.076,0.17,-0.12,1.163,0.4,1.6,0.894,2.0,3.04,1.699,3.8,3.16,0.537,3.4,1.6,0.894,2.0,7.2,4.025,9.0,1677.6,1146.208,1165.0,0.0,5.0,,17.78,0.17,0.4,-7.843000000000002,-44.11136107986503,-0.29000000000000004,-170.58823529411765,1.2000000000000002,300.00000000000006,-9.937,0.12,-1.6
342,PlayWay SA,True,34.21,,34.21,0.24,,0.24,0.0,,0.0,3.8,,3.8,4.1,,4.1,4.1,,4.1,13.0,,13.0,38.0,,38.0,5417.0,,5417.0,1.0,1.0,,34.21,0.24,0.0,,,-0.24,-100.0,3.8,,0.0,0.0,3.8
343,Playdead,True,33.33,,33.33,0.09,,0.09,-0.6,,-0.6,5.0,,5.0,3.7,,3.7,4.3,,4.3,1.0,,1.0,3.0,,3.0,1176.0,,1176.0,1.0,1.0,,33.33,0.09,-0.6,,,-0.69,-766.6666666666666,5.6,-933.3333333333334,0.0,-0.6,5.0
344,Playdius,False,0.0,,0.0,0.0,,0.0,-2.8,,-2.8,0.0,,0.0,0.0,,0.0,2.8,,2.8,0.0,,0.0,0.0,,0.0,502.0,,502.0,0.0,1.0,,0.0,0.0,-2.8,,,-2.8,,2.8,-100.0,0.0,2.8,0.0
345,Playful Studios,True,29.41,,29.41,0.15,,0.15,0.3,,0.3,4.2,,4.2,4.6,,4.6,4.3,,4.3,5.0,,5.0,17.0,,17.0,3340.0,,3340.0,1.0,1.0,,29.41,0.15,0.3,,,0.15,100.0,3.9000000000000004,1300.0000000000002,0.0,0.3,4.2
346,Playniac,False,0.0,,0.0,0.0,,0.0,-2.4,,-2.4,0.0,,0.0,0.0,,0.0,2.4,,2.4,0.0,,0.0,0.0,,0.0,464.0,,464.0,0.0,1.0,,0.0,0.0,-2.4,,,-2.4,,2.4,-100.0,0.0,2.4,0.0
347,Playstack,False,7.84,,7.84,0.06,,0.06,0.0,,0.0,3.2,,3.2,3.5,,3.5,3.5,,3.5,4.0,,4.0,51.0,,51.0,6451.0,,6451.0,0.0,1.0,,7.84,0.06,0.0,,,-0.06,-100.0,3.2,,0.0,0.0,-3.2
348,Plot Twist,False,0.0,,0.0,0.0,,0.0,-3.0,,-3.0,0.0,,0.0,0.0,,0.0,3.0,,3.0,0.0,,0.0,0.0,,0.0,2549.0,,2549.0,0.0,1.0,,0.0,0.0,-3.0,,,-3.0,,3.0,-100.0,0.0,3.0,0.0
349,Plug In Digital,False,17.857,37.401,0.0,0.049,0.083,0.0,-0.914,1.751,-2.2,1.143,2.035,0.0,2.429,1.902,1.0,3.343,0.19,3.2,0.286,0.488,0.0,1.429,1.134,1.0,732.0,248.136,915.0,0.0,7.0,,17.86,0.0,-2.2,19.541000000000004,109.41209406494963,-0.914,,3.343,-151.95454545454544,-37.401,0.914,-1.143
350,Pocketpair,False,33.33,,33.33,0.04,,0.04,0.7,,0.7,4.3,,4.3,4.1,,4.1,3.4,,3.4,3.0,,3.0,9.0,,9.0,6902.0,,6902.0,0.0,1.0,,33.33,0.04,0.7,,,0.6599999999999999,1649.9999999999995,3.5999999999999996,514.2857142857142,0.0,-0.7,-4.3
351,"Polytron Corporation, Inc",False,0.0,,0.0,0.0,,0.0,0.6,,0.6,0.0,,0.0,5.0,,5.0,4.4,,4.4,0.0,,0.0,1.0,,1.0,113.0,,113.0,0.0,1.0,,0.0,0.0,0.6,,,0.6,,-0.6,-100.0,0.0,-0.6,0.0
352,Poncle,True,16.0,,16.0,0.09,,0.09,-0.1,,-0.1,4.1,,4.1,4.6,,4.6,4.7,,4.7,12.0,,12.0,75.0,,75.0,13201.0,,13201.0,1.0,1.0,,16.0,0.09,-0.1,,,-0.19,-211.11111111111111,4.199999999999999,-4199.999999999999,0.0,-0.1,4.1
353,PopCap,False,0.0,,0.0,0.0,,0.0,-4.2,,-4.2,0.0,,0.0,0.0,,0.0,4.2,,4.2,0.0,,0.0,0.0,,0.0,358.0,,358.0,0.0,1.0,,0.0,0.0,-4.2,,,-4.2,,4.2,-100.0,0.0,4.2,0.0
354,PopCap Games,False,60.345,56.081,60.345,0.17,0.085,0.17,-1.25,2.333,-1.25,3.0,2.828,3.0,3.0,2.828,3.0,4.25,0.495,4.25,3.5,3.536,3.5,15.0,19.799,15.0,2998.0,3621.801,2998.0,0.0,2.0,,60.34,0.17,-1.25,-4.259,-7.058336095459065,-1.42,-835.2941176470587,4.25,-340.0,-56.081,1.25,-3.0
355,"PopCap Games, Inc.",False,29.088,16.261,36.36,0.168,0.094,0.21,-0.26,2.37,0.8,4.0,2.236,5.0,4.0,2.236,5.0,4.26,0.134,4.2,3.2,1.789,4.0,8.8,4.919,11.0,1533.6,790.226,1887.0,0.0,5.0,,29.09,0.21,0.8,-12.829,-44.10106565830183,-0.47,-223.80952380952382,3.2,400.0,-16.261,0.26,-4.0
356,Prime Matter,False,5.555,7.856,5.555,0.01,0.014,0.01,0.65,0.919,0.65,2.5,3.536,2.5,4.05,0.212,4.05,3.4,1.131,3.4,0.5,0.707,0.5,7.5,2.121,7.5,2350.0,2367.394,2350.0,0.0,2.0,,18.52,0.02,1.0,-10.664,-57.580993520518355,0.63,3150.0,1.5,150.0,-7.856,0.35,2.5
357,Prime Matter,True,44.44,,44.44,0.08,,0.08,1.0,,1.0,5.0,,5.0,4.6,,4.6,3.6,,3.6,4.0,,4.0,9.0,,9.0,5333.0,,5333.0,1.0,1.0,,18.52,0.02,1.0,,,0.98,4900.0,4.0,400.0,-7.856,0.35,2.5
358,Prison Games,False,0.0,,0.0,0.0,,0.0,-3.6,,-3.6,0.0,,0.0,0.0,,0.0,3.6,,3.6,0.0,,0.0,0.0,,0.0,15.0,,15.0,0.0,1.0,,0.0,0.0,-3.6,,,-3.6,,3.6,-100.0,0.0,3.6,0.0
359,Private Division,True,50.0,,50.0,0.03,,0.03,0.4,,0.4,5.0,,5.0,4.8,,4.8,4.4,,4.4,3.0,,3.0,6.0,,6.0,11545.0,,11545.0,1.0,1.0,,50.0,0.03,0.4,,,0.37,1233.3333333333335,4.6,1149.9999999999998,0.0,0.4,5.0
360,ProjectMoon,False,27.27,,27.27,0.28,,0.28,1.7,,1.7,5.0,,5.0,5.0,,5.0,3.3,,3.3,3.0,,3.0,11.0,,11.0,1057.0,,1057.0,0.0,1.0,,27.27,0.28,1.7,,,1.42,507.14285714285705,3.3,194.11764705882354,0.0,-1.7,-5.0
361,QubicGames S.A.,False,100.0,,100.0,2.5,,2.5,1.2,,1.2,5.0,,5.0,5.0,,5.0,3.8,,3.8,1.0,,1.0,1.0,,1.0,40.0,,40.0,0.0,1.0,,100.0,2.5,1.2,,,-1.3,-52.0,3.8,316.66666666666663,0.0,-1.2,-5.0
362,ROCKFISH Games,False,4.545,6.428,4.545,0.015,0.021,0.015,-1.9,2.121,-1.9,2.5,3.536,2.5,1.75,2.475,1.75,3.65,0.354,3.65,0.5,0.707,0.5,5.5,7.778,5.5,2817.0,561.443,2817.0,0.0,2.0,,4.54,0.02,-1.9,1.888,41.58590308370044,-1.92,-9600.0,4.4,-231.57894736842107,-6.428,1.9,-2.5
363,Ravenscourt,False,23.81,13.463,23.81,0.125,0.106,0.125,0.65,1.344,0.65,4.5,0.707,4.5,4.15,0.778,4.15,3.5,0.566,3.5,1.0,0.0,1.0,5.0,2.828,5.0,1209.5,986.414,1209.5,0.0,2.0,,23.81,0.12,0.65,-10.347,-43.45653086938262,0.53,441.6666666666667,3.85,592.3076923076924,-13.463,-0.65,-4.5
364,Ravenscourt Games,True,31.71,,31.71,0.27,,0.27,0.2,,0.2,4.3,,4.3,4.6,,4.6,4.4,,4.4,26.0,,26.0,82.0,,82.0,9476.0,,9476.0,1.0,1.0,,31.71,0.27,0.2,,,-0.07,-25.925925925925924,4.1,2049.9999999999995,0.0,0.2,4.3
365,Raw Fury,False,12.222,28.498,0.0,0.017,0.043,0.0,-1.02,2.256,-0.3,0.933,1.944,0.0,2.813,2.277,4.0,3.833,0.488,3.9,0.267,0.594,0.0,1.467,1.922,1.0,1162.333,922.967,928.0,0.0,15.0,,13.45,0.0,0.0,15.048000000000002,111.88104089219333,-1.02,,0.933,,-23.220000000000002,1.07,2.117
366,Raw Fury,True,16.528,5.278,16.67,6.222,7.242,3.75,0.05,0.122,0.0,3.05,1.595,3.95,3.867,0.175,3.85,3.817,0.172,3.8,59.833,90.782,18.0,428.5,709.649,107.5,1781.833,1180.558,2194.0,6.0,6.0,,13.45,0.0,0.0,-8.172,-60.758364312267666,0.05,,3.05,,-23.220000000000002,1.07,2.117
367,Rebellion,False,8.332,16.665,0.0,0.02,0.04,0.0,0.725,0.562,0.8,1.25,2.5,0.0,4.7,0.6,5.0,3.975,0.31,3.9,0.25,0.5,0.0,2.25,1.5,2.0,2439.25,2776.769,1144.5,0.0,4.0,,12.79,0.04,0.6,3.875,30.297107114933542,0.6849999999999999,1712.4999999999995,0.65,108.33333333333334,-13.694999999999999,-0.22499999999999998,2.35
368,Rebellion,True,21.71,2.97,21.71,0.15,0.071,0.15,0.5,0.141,0.5,3.6,0.566,3.6,3.9,0.707,3.9,3.4,0.849,3.4,7.5,3.536,7.5,36.0,21.213,36.0,5005.5,126.572,5005.5,2.0,2.0,,12.79,0.04,0.6,-9.819999999999999,-76.77873338545739,0.46,1150.0,3.0,500.0,-13.694999999999999,-0.22499999999999998,2.35
369,Rebellion Developments Ltd,False,0.0,,0.0,0.0,,0.0,0.9,,0.9,0.0,,0.0,5.0,,5.0,4.1,,4.1,0.0,,0.0,7.0,,7.0,3387.0,,3387.0,0.0,1.0,,0.0,0.0,0.9,,,0.9,,-0.9,-100.0,0.0,-0.9,0.0
370,Red Panda Interactive,False,0.0,,0.0,0.0,,0.0,-4.4,,-4.4,0.0,,0.0,0.0,,0.0,4.4,,4.4,0.0,,0.0,0.0,,0.0,8.0,,8.0,0.0,1.0,,0.0,0.0,-4.4,,,-4.4,,4.4,-100.0,0.0,4.4,0.0
371,Remedy Entertainment,False,100.0,,100.0,5.0,,5.0,0.2,,0.2,5.0,,5.0,5.0,,5.0,4.8,,4.8,1.0,,1.0,1.0,,1.0,20.0,,20.0,0.0,1.0,,100.0,5.0,0.2,,,-4.8,-96.0,4.8,2399.9999999999995,0.0,-0.2,-5.0
372,Revolution Software,False,33.33,,33.33,0.14,,0.14,-0.5,,-0.5,5.0,,5.0,3.7,,3.7,4.2,,4.2,2.0,,2.0,6.0,,6.0,1401.0,,1401.0,0.0,1.0,,33.33,0.14,-0.5,,,-0.64,-457.1428571428571,5.5,-1100.0,0.0,0.5,-5.0
373,Rimlight Studios,False,0.0,,0.0,0.0,,0.0,-2.6,,-2.6,0.0,,0.0,0.0,,0.0,2.6,,2.6,0.0,,0.0,0.0,,0.0,5458.0,,5458.0,0.0,1.0,,0.0,0.0,-2.6,,,-2.6,,2.6,-100.0,0.0,2.6,0.0
374,"Robot Entertainment, Inc.",False,0.0,,0.0,0.0,,0.0,-4.0,,-4.0,0.0,,0.0,0.0,,0.0,4.0,,4.0,0.0,,0.0,0.0,,0.0,1376.0,,1376.0,0.0,1.0,,0.0,0.0,-4.0,,,-4.0,,4.0,-100.0,0.0,4.0,0.0
375,RogueCode PTY Ltd,False,0.0,,0.0,0.0,,0.0,-3.3,,-3.3,0.0,,0.0,0.0,,0.0,3.3,,3.3,0.0,,0.0,0.0,,0.0,727.0,,727.0,0.0,1.0,,0.0,0.0,-3.3,,,-3.3,,3.3,-100.0,0.0,3.3,0.0
376,"Rose City Games, Kowloon Nights",False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,1005.0,,1005.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
377,"Rose City Games, wiip",False,0.0,,0.0,0.0,,0.0,-3.4,,-3.4,0.0,,0.0,0.0,,0.0,3.4,,3.4,0.0,,0.0,0.0,,0.0,614.0,,614.0,0.0,1.0,,0.0,0.0,-3.4,,,-3.4,,3.4,-100.0,0.0,3.4,0.0
378,RubberBandGames,True,28.38,,28.38,0.71,,0.71,0.3,,0.3,4.7,,4.7,4.6,,4.6,4.3,,4.3,42.0,,42.0,148.0,,148.0,5889.0,,5889.0,1.0,1.0,,28.38,0.71,0.3,,,-0.41,-57.74647887323944,4.4,1466.6666666666667,0.0,0.3,4.7
379,"RyseUp Studios, Starbreeze Publishing",True,10.34,,10.34,0.05,,0.05,0.2,,0.2,5.0,,5.0,4.8,,4.8,4.6,,4.6,3.0,,3.0,29.0,,29.0,5601.0,,5601.0,1.0,1.0,,10.34,0.05,0.2,,,0.15000000000000002,300.00000000000006,4.8,2399.9999999999995,0.0,0.2,5.0
380,SEGA,False,34.141,33.834,31.665,0.913,3.293,0.155,-0.727,1.801,0.0,2.785,2.244,3.45,3.592,1.786,4.4,4.319,0.435,4.5,2.0,3.382,1.0,7.038,19.176,3.0,805.385,974.978,504.5,0.0,26.0,,34.02,0.16,0.0,-0.18599999999999994,-0.5467372134038798,-0.887,-554.375,2.785,,-33.834,0.427,1.7149999999999999
381,SEGA,True,30.95,,30.95,0.69,,0.69,-0.3,,-0.3,4.5,,4.5,4.1,,4.1,4.4,,4.4,26.0,,26.0,84.0,,84.0,3754.0,,3754.0,1.0,1.0,,34.02,0.16,0.0,,,-0.45999999999999996,-287.49999999999994,4.5,,-33.834,0.427,1.7149999999999999
382,SEGA Europe Ltd,False,19.272,30.183,0.0,0.06,0.096,0.0,-1.46,1.72,-1.7,1.73,2.255,0.0,2.1,2.109,1.75,3.56,0.66,3.65,1.6,2.633,0.0,5.7,11.653,1.5,2856.5,4361.53,1255.0,0.0,10.0,,19.27,0.0,-1.7,10.913,56.63207057602491,-1.46,,3.4299999999999997,-201.76470588235293,-30.183,1.46,-1.73
383,SEGA of America,False,10.26,0.0,10.26,10.26,0.0,10.26,0.0,0.0,0.0,4.9,0.0,4.9,4.9,0.0,4.9,4.9,0.0,4.9,8.0,0.0,8.0,78.0,0.0,78.0,78.0,0.0,78.0,0.0,2.0,,10.26,10.26,0.0,-10.26,-100.0,-10.26,-100.0,4.9,,0.0,0.0,-4.9
384,"SEGA of America, Inc.",False,16.67,,16.67,0.06,,0.06,0.9,,0.9,5.0,,5.0,5.0,,5.0,4.1,,4.1,1.0,,1.0,6.0,,6.0,1556.0,,1556.0,0.0,1.0,,16.67,0.06,0.9,,,0.8400000000000001,1400.0000000000002,4.1,455.55555555555554,0.0,-0.9,-5.0
385,"SK Telecom.co, Ltd.",False,0.0,,0.0,0.0,,0.0,1.7,,1.7,0.0,,0.0,5.0,,5.0,3.3,,3.3,0.0,,0.0,1.0,,1.0,782.0,,782.0,0.0,1.0,,0.0,0.0,1.7,,,1.7,,-1.7,-100.0,0.0,-1.7,0.0
386,SMG Studio,False,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,0.0,-3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1104.0,0.0,1104.0,0.0,4.0,,0.0,0.0,-3.5,0.0,,-3.5,,3.5,-100.0,0.0,3.5,0.0
387,SNK PLAYMORE,False,8.889,10.541,0.0,0.031,0.037,0.0,0.367,1.785,0.6,2.222,2.635,0.0,4.356,1.636,4.8,3.989,0.276,4.2,0.444,0.527,0.0,2.667,2.236,1.0,811.333,522.051,502.0,0.0,9.0,,8.89,0.0,0.6,1.6509999999999998,18.57142857142857,0.367,,1.6219999999999999,270.3333333333333,-10.541,-0.367,-2.222
388,SNK PLAYMORE CORPORATION,False,50.0,70.711,50.0,0.14,0.198,0.14,0.75,0.071,0.75,2.5,3.536,2.5,5.0,0.0,5.0,4.25,0.071,4.25,0.5,0.707,0.5,2.5,2.121,2.5,471.5,159.099,471.5,0.0,2.0,,50.0,0.14,0.75,20.711,41.422,0.61,435.71428571428567,1.75,233.33333333333334,-70.711,-0.75,-2.5
389,SNK Playmore,False,50.0,0.0,50.0,0.25,0.0,0.25,-0.4,0.0,-0.4,4.0,0.0,4.0,3.5,0.0,3.5,3.9,0.0,3.9,1.0,0.0,1.0,2.0,0.0,2.0,400.0,0.0,400.0,0.0,4.0,,50.0,0.25,-0.4,-50.0,-100.0,-0.65,-260.0,4.4,-1100.0,0.0,0.4,-4.0
390,SQUARE ENIX,False,18.148,17.692,13.395,0.092,0.101,0.075,0.15,0.892,0.1,2.867,2.388,4.2,4.05,1.158,4.45,3.9,0.705,4.15,2.667,2.902,1.5,10.583,9.05,8.5,3027.583,3158.932,1921.5,0.0,12.0,,18.54,0.08,0.1,-0.847999999999999,-4.573894282632141,0.06999999999999999,87.49999999999999,2.767,2767.0,-7.431000000000001,-0.016999999999999987,0.9660000000000002
391,SQUARE ENIX,True,20.12,10.261,25.0,0.443,0.49,0.25,0.133,0.208,0.2,3.833,1.041,3.5,3.967,0.153,4.0,3.833,0.351,3.8,4.333,4.933,2.0,19.0,15.716,12.0,1038.0,250.653,996.0,3.0,3.0,,18.54,0.08,0.1,-8.279,-44.65480043149947,0.053000000000000005,66.25000000000001,3.733,3733.0,-7.431000000000001,-0.016999999999999987,0.9660000000000002
392,"SQUARE ENIX CO., LTD.",False,26.765,4.575,26.765,0.1,0.028,0.1,0.15,0.495,0.15,4.9,0.141,4.9,4.25,0.212,4.25,4.1,0.283,4.1,3.5,0.707,3.5,13.5,4.95,13.5,3740.0,1673.015,3740.0,0.0,2.0,,26.76,0.1,0.15,-22.185000000000002,-82.9035874439462,0.04999999999999999,49.999999999999986,4.75,3166.666666666667,-4.575,-0.15,-4.9
393,SUNNY SIDE UP,False,0.0,,0.0,0.0,,0.0,-1.4,,-1.4,0.0,,0.0,2.3,,2.3,3.7,,3.7,0.0,,0.0,3.0,,3.0,1870.0,,1870.0,0.0,1.0,,0.0,0.0,-1.4,,,-1.4,,1.4,-100.0,0.0,1.4,0.0
394,SUPERHOT Team,False,25.0,0.0,25.0,0.02,0.0,0.02,0.1,0.0,0.1,5.0,0.0,5.0,4.5,0.0,4.5,4.4,0.0,4.4,2.0,0.0,2.0,8.0,0.0,8.0,9881.0,0.0,9881.0,0.0,2.0,,22.92,0.02,0.1,-22.92,-100.0,0.08,400.0,4.9,4900.0,0.0,-0.30000000000000004,-3.3
395,SUPERHOT Team,True,18.75,,18.75,0.08,,0.08,-0.2,,-0.2,1.7,,1.7,3.8,,3.8,4.0,,4.0,3.0,,3.0,16.0,,16.0,3649.0,,3649.0,1.0,1.0,,22.92,0.02,0.1,,,-0.22,-1100.0,1.5999999999999999,1599.9999999999998,0.0,-0.30000000000000004,-3.3
